"Consumption Report "
Item," AP1"," AP2"," AR DOCS"," AR RENTALS"," AR SALES"," ADMIN"," AMD-OVP"," AMD-PREFERRED"," AMD-PREMIER"," AMD-PRESTIGE1"," AMD-PRESTIGE2"," AMD-PRESTIGE3"," AMD-PROMINENT"," AMD-RENTALS"," AMD-TRAINING"," APD"," AMG"," AUDIT"," BRSD"," CProcure"," CRG"," CRG"," CMGARC"," CMGEWC"," CMGLCT"," CMGMH"," CMGNP"," CMGSPW"," CMGSS"," CMGTCV"," OP-COMP"," CompG"," CMDSite"," Contracts"," CACD"," CC"," CSR"," CMG"," DRC"," ERP"," ELB"," FAG"," AP (SUBSIDIARIES)"," CONSOLIDATION"," EMG"," GA (MEGAWORLD)"," GA (SUBSIDIARIES)"," PAYROLL"," P&S"," ISM"," Landscape"," LIBRARY"," MAG"," MAG"," MIG"," MKTG5"," MCD"," MSG-ACCOUNTING"," MSG-TREASURY"," SVP"," CONTROLLERSHIP"," OPS"," ARCHIVES"," PSIG"," PROCOM"," PB"," PCS"," PSSP"," PCM"," PDD"," PDS"," PRC"," Procure"," QCM"," QSD"," SPD"," SCP"," TREASURY-28F"," TREASURY-DISBURSEMENT"," TREASURY-RECEIPT"," WHITE OR"," Total"
"HP INK 22 TRI-COLOR"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP INK 60 BLACK"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP INK 60 TRI COLORED"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP INK 703 BLACK"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP INK 703 TRI-COLOR"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP INK 704 BLACK"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP INK 704 COLORED"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP INK 920XL BLACK"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP INK 920XL CYAN"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP INK 920XL MAGENTA"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP INK 920XL YELLOW"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP INK 932XL BLACK"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
